Transect,Material,Distance,Fraction,Species,FG,Dispersal,Total Thinned,Total Repotted,Total Pressed,Remaining,Total Count
T25,PMM,3,500,unknown dicot,UNK,UNK,0,0,0,4,4
T25,PMM,3,212,unknown dicot,UNK,UNK,0,0,0,9,9
T27,PMM,0,212,unknown dicot,UNK,UNK,0,0,0,1,1
T27,PMM,5,212,unknown dicot,UNK,UNK,0,0,0,3,3
T28,FFMM,20,212,unknown dicot,UNK,UNK,0,0,0,3,3
T29,FFMM,3,500,unknown dicot,UNK,UNK,0,0,0,0,0
T29,FFMM,10,500,unknown dicot,UNK,UNK,0,0,0,5,5
T29 at D,PMM,0,500,Unknown dicot,UNK,UNK,0,0,0,1,1
T29 at D,PMM,20,500,unknown dicot,UNK,UNK,0,0,0,0,0
T29 at D,PMM,20,212,unknown dicot,UNK,UNK,0,0,0,11,11
T27,FFMM,0,212,unknown dicot - likely Epil cil,UNK,UNK,0,0,0,11,11
T26,FFMM,20,212,unknown dicot (some = Aw),UNK,UNK,0,0,0,5,5
T6,PMM,0,350,unknown dicots,UNK,UNK,0,0,0,3,3
T6,PMM,10,212,unknown dicots,UNK,UNK,0,0,0,2,2
T6,PMM,15,500,unknown dicots,UNK,UNK,0,0,0,2,2
T8,FFMM,10,500,unknown dicots,UNK,UNK,0,0,0,7,7
T8,FFMM,10,212,unknown dicots,UNK,UNK,0,0,0,5,5
T8,PMM,10,212,unknown dicots,UNK,UNK,0,0,0,5,5
T9,FFMM,5,212,unknown dicots,UNK,UNK,0,0,0,5,5
T9,FFMM,10,500,unknown dicots,UNK,UNK,0,0,0,3,3
T9,FFMM,15,500,unknown dicots,UNK,UNK,0,0,0,6,6
T9,FFMM,15,212,unknown dicots,UNK,UNK,0,0,0,4,4
T16,FFMM,3,500,unknown dicots,UNK,UNK,0,0,0,14,14
T25,PMM,5,212,unknown dicots,UNK,UNK,0,0,0,3,3
T25,PMM,10,212,unknown dicots,UNK,UNK,0,0,0,1,1
T26,FFMM,20,500,unknown dicots,UNK,UNK,0,0,0,3,3
T27,PMM,0,500,unknown dicots,UNK,UNK,0,0,0,8,8
T27,PMM,3,212,unknown dicots,UNK,UNK,0,0,0,2,2
T28,PMM,20,500,unknown dicots,UNK,UNK,0,0,0,0,0
T29,FFMM,3,212,unknown dicots,UNK,UNK,0,0,0,7,7
T29,FFMM,5,500,unknown dicots,UNK,UNK,0,0,0,0,0
T29,FFMM,5,212,unknown dicots,UNK,UNK,0,0,0,2,2
T29,FFMM,15,212,unknown dicots,UNK,UNK,0,0,0,0,0
T16,FFMM,3,212,unknown dicots (Epilang?),UNK,UNK,0,0,0,8,8
T27,PMM,5,212,unknown monocot,UNK,UNK,0,0,0,1,1
T26/28?,PMM,15,500,unknown opposite,UNK,UNK,0,0,2,0,2
T16,FFMM,10,500,unknown opposite entire,UNK,UNK,0,0,0,1,1
T28,FFMM,20,212,unknown rosette,UNK,UNK,0,0,0,1,1
T29,FFMM,20,500,Unknown sprout,UNK,UNK,0,0,0,12,12
T26 at D,FFMM,0,500,Achillea millefolium,F,v,3,0,0,0,3
T26,FFMM,3,500,Achillea millefolium,F,v,0,0,0,1,1
T26,FFMM,3,500,Achillea millefolium,F,v,372,0,0,3,375
T26,FFMM,5,500,Achillea millefolium,F,v,0,0,0,4,4
T26 at D,FFMM,15,500,Achillea millefolium,F,v,3,0,0,0,3
T26,FFMM,20,500,Achillea millefolium,F,v,0,0,0,1,1
T29,FFMM,3,500,Achillea millefolium,F,v,0,0,0,1,1
T25,FFMM,20,500,Achillea millifolium,F,v,0,0,0,1,1
T25,FFMM,0,500,Achillea?,F,v,0,0,0,1,1
T25,FFMM,10,500,Achillia millefolium,F,v,22,0,0,1,23
T26/28?,FFMM,10,500,Astragalus ?,F,v,0,0,0,1,1
T28,FFMM,20,500,Astragalus alpinus,F,v,0,0,0,1,1
T26/28?,FFMM,10,212,Astragalus ?,F,v,7,0,0,0,7
T28,FFMM,15,500,Astragalus ?,F,v,0,0,3,0,3
T28,FFMM,15,212,Astragalus ?,F,v,6,0,0,0,6
T9,FFMM,15,500,Fragaria virginiana,F,v,0,0,0,1,1
T26,FFMM,5,500,Fragaria virginiana,F,v,0,0,0,1,1
T26,FFMM,5,500,Galium boreale,F,v,0,0,0,1,1
T5,FFMM,10,500,Galium boreale (or trifidum/lab?),F,v,1,0,0,0,1
T6,FFMM,10,500,Galium boreale/trifidum?,F,v,0,0,0,3,3
T8,FFMM,3,500,Galium boreale?,F,v,0,0,0,1,1
T9,FFMM,15,500,Galium boreale?,F,v,0,0,0,1,1
T26 at C,FFMM,0,500,Galium boreale?,F,v,0,0,0,1,1
T8,FFMM,0,500,Galium sp.,F,v,0,0,0,1,1
T9,FFMM,0,500,Galium sp.,F,v,0,0,0,1,1
T28,FFMM,20,500,Lathyrus ochroleucus,F,v,0,0,0,1,1
T8,FFMM,10,500,Rubus idaeus? (#2),F,v,0,0,0,1,1
T25,PMM,10,212,Achillea millefolium,F,v,0,0,0,1,1
T26 at D,PMM,0,500,Achillea millefolium,F,v,0,0,0,1,1
T8,PMM,10,500,chickweed,F,v,5,0,0,1,6
T25,PMM,0,500,Fragaria virginiana,F,v,0,0,0,1,1
T29 at D,PMM,15,500,Galium,F,v,0,0,0,0,0
T5,PMM,20,500,Galium trifidum,F,v,1,0,1,1,3
T26/28?,PMM,10,500,Oxycoccos microcarpos,F,v,0,0,0,1,1
T9,PMM,20,500,Oxycoccus microcarpos,F,v,0,0,0,1,1
T16,FFMM,10,500,Aster ciliolatus?,F,w,0,0,1,1,2
T26 at C,FFMM,0,500,Aster ciliolatus?,F,w,0,0,0,1,1
T5,FFMM,10,500,Epilobium ciliatum,F,w,90,0,0,0,90
T27,FFMM,3,500,Epilobium ciliatum,F,w,0,0,0,2,2
T27,FFMM,5,500,Epilobium ciliatum,F,w,0,0,0,2,2
T27,FFMM,5,212,Epilobium ciliatum,F,w,0,0,0,1,1
T27,FFMM,10,500,Epilobium ciliatum,F,w,0,0,0,1,1
T27,FFMM,10,212,Epilobium ciliatum,F,w,0,0,0,1,1
T27,FFMM,10,500,Epilobium,F,w,0,0,0,2,2
T26,FFMM,3,500,Dracocephalum parviflorum,F,w,0,0,0,1,1
T27,FFMM,3,500,Epilobium - glandular hairs,F,w,1,0,0,1,2
T5,FFMM,3,500,Epilobium angustifolium,F,w,23,0,0,0,23
T5,FFMM,3,212,Epilobium angustifolium,F,w,5,0,0,0,5
T5,FFMM,5,500,Epilobium angustifolium,F,w,14,0,0,0,14
T5,FFMM,5,212,Epilobium angustifolium,F,w,18,0,0,0,18
T5,FFMM,10,500,Epilobium angustifolium,F,w,0,0,0,1,1
T6,FFMM,3,212,Epilobium angustifolium,F,w,0,0,0,1,1
T6,FFMM,5,350,Epilobium angustifolium,F,w,0,0,0,2,2
T6,FFMM,10,500,Epilobium angustifolium,F,w,1,0,0,0,1
T8,FFMM,0,212,Epilobium angustifolium,F,w,6,0,0,3,9
T8,FFMM,3,500,Epilobium angustifolium,F,w,0,0,0,2,2
T8,FFMM,3,212,Epilobium angustifolium,F,w,4,0,0,0,4
T8,FFMM,5,212,Epilobium angustifolium,F,w,6,0,0,0,6
T8,FFMM,10,500,Epilobium angustifolium,F,w,0,0,0,2,2
T8,FFMM,10,212,Epilobium angustifolium,F,w,1,0,0,0,1
T9,FFMM,0,500,Epilobium angustifolium,F,w,3,0,0,0,3
T9,FFMM,0,212,Epilobium angustifolium,F,w,4,0,0,3,7
T9,FFMM,3,500,Epilobium angustifolium,F,w,2,0,0,0,2
T9,FFMM,3,212,Epilobium angustifolium,F,w,16,0,0,2,18
T9,FFMM,5,500,Epilobium angustifolium,F,w,0,0,0,2,2
T9,FFMM,5,212,Epilobium angustifolium,F,w,6,0,0,4,10
T9,FFMM,10,500,Epilobium angustifolium,F,w,22,0,0,2,24
T9,FFMM,15,212,Epilobium angustifolium,F,w,5,0,0,1,6
T16,FFMM,3,500,Epilobium angustifolium,F,w,9,0,0,1,10
T16,FFMM,3,212,Epilobium angustifolium,F,w,6,0,0,0,6
T16,FFMM,5,500,Epilobium angustifolium,F,w,0,0,0,9,9
T16,FFMM,5,212,Epilobium angustifolium,F,w,4,0,0,6,10
T16,FFMM,10,500,Epilobium angustifolium,F,w,6,0,0,0,6
T16,FFMM,10,212,Epilobium angustifolium,F,w,8,0,0,0,8
T25,FFMM,0,500,Epilobium angustifolium,F,w,0,0,0,4,4
T25,FFMM,0,212,Epilobium angustifolium,F,w,0,0,0,2,2
T25,FFMM,5,500,Epilobium angustifolium,F,w,0,0,0,12,12
T25,FFMM,5,212,Epilobium angustifolium,F,w,2,0,0,0,2
T25,FFMM,15,212,Epilobium angustifolium,F,w,0,0,0,1,1
T25,FFMM,20,500,Epilobium angustifolium,F,w,0,0,0,4,4
T25,FFMM,20,212,Epilobium angustifolium,F,w,0,0,2,2,4
T26 at C,FFMM,0,500,Epilobium angustifolium,F,w,23,0,0,0,23
T26 at D,FFMM,0,500,Epilobium angustifolium,F,w,2,0,0,0,2
T26,FFMM,0,212,Epilobium angustifolium,F,w,21,0,0,17,38
T26 at D,FFMM,0,212,Epilobium angustifolium,F,w,19,3,0,2,24
T26,FFMM,3,500,Epilobium angustifolium,F,w,1,0,0,1,2
T26,FFMM,3,212,Epilobium angustifolium,F,w,9,0,0,0,9
T26,FFMM,5,500,Epilobium angustifolium,F,w,18,0,0,0,18
T26,FFMM,5,212,Epilobium angustifolium,F,w,5,0,0,0,5
T26 at D,FFMM,10,500,Epilobium angustifolium,F,w,20,0,0,0,20
T26/28?,FFMM,10,212,Epilobium angustifolium,F,w,1,0,0,0,1
T26 at D,FFMM,10,212,Epilobium angustifolium,F,w,180,0,0,0,180
T26 at D,FFMM,15,500,Epilobium angustifolium,F,w,11,0,0,0,11
T26 at D,FFMM,15,212,Epilobium angustifolium,F,w,1,0,0,0,1
T26,FFMM,20,500,Epilobium angustifolium,F,w,1,0,0,0,1
T26,FFMM,20,212,Epilobium angustifolium,F,w,9,0,0,0,9
T27,FFMM,0,350,Epilobium angustifolium,F,w,0,0,0,1,1
T27,FFMM,3,500,Epilobium angustifolium,F,w,5,0,0,0,5
T27,FFMM,3,212,Epilobium angustifolium,F,w,0,0,0,10,10
T27,FFMM,5,500,Epilobium angustifolium,F,w,0,0,0,6,6
T27,FFMM,5,212,Epilobium angustifolium,F,w,0,0,0,1,1
T27,FFMM,15,500,Epilobium angustifolium,F,w,1,0,0,0,1
T27,FFMM,15,212,Epilobium angustifolium,F,w,2,0,0,0,2
T28,FFMM,15,500,Epilobium angustifolium,F,w,4,0,0,0,4
T29,FFMM,0,500,Epilobium angustifolium,F,w,0,0,0,4,4
T29,FFMM,0,212,Epilobium angustifolium,F,w,12,0,0,0,12
T29,FFMM,3,500,Epilobium angustifolium,F,w,9,0,0,0,9
T29,FFMM,3,212,Epilobium angustifolium,F,w,24,0,0,0,24
T29,FFMM,5,500,Epilobium angustifolium,F,w,19,0,0,0,19
T29,FFMM,5,212,Epilobium angustifolium,F,w,20,0,0,0,20
T29,FFMM,10,500,Epilobium angustifolium,F,w,7,0,0,5,12
T29,FFMM,10,212,Epilobium angustifolium,F,w,20,0,0,8,28
T29,FFMM,15,500,Epilobium angustifolium,F,w,13,0,0,0,13
T29,FFMM,15,212,Epilobium angustifolium,F,w,35,0,0,0,35
T27,FFMM,10,500,Epilobium angustifolium?,F,w,2,0,0,0,2
T29,FFMM,20,500,Epilobium angustifolium?,F,w,0,0,0,0,0
T5,FFMM,3,500,Epilobium cilatum,F,w,8,0,0,0,8
T5,FFMM,3,500,Epilobium ciliatum,F,w,34,0,0,2,36
T5,FFMM,3,212,Epilobium ciliatum,F,w,67,0,0,0,67
T5,FFMM,5,500,Epilobium ciliatum,F,w,6,0,0,0,6
T5,FFMM,5,212,Epilobium ciliatum,F,w,13,0,0,0,13
T5,FFMM,10,500,Epilobium ciliatum,F,w,213,0,0,0,213
T5,FFMM,10,212,Epilobium ciliatum,F,w,346,0,0,10,356
T6,FFMM,3,500,Epilobium ciliatum,F,w,1,0,1,0,2
T6,FFMM,10,500,Epilobium ciliatum,F,w,8,0,0,0,8
T6,FFMM,10,212,Epilobium ciliatum,F,w,1,0,0,0,1
T8,FFMM,0,500,Epilobium ciliatum,F,w,11,0,0,0,11
T8,FFMM,0,212,Epilobium ciliatum,F,w,2,0,0,0,2
T8,FFMM,3,500,Epilobium ciliatum,F,w,3,0,0,0,3
T8,FFMM,3,212,Epilobium ciliatum,F,w,1,0,0,0,1
T8,FFMM,5,212,Epilobium ciliatum,F,w,1,0,0,0,1
T8,FFMM,10,500,Epilobium ciliatum,F,w,4,0,0,0,4
T9,FFMM,0,500,Epilobium ciliatum,F,w,1,0,0,0,1
T9,FFMM,0,212,Epilobium ciliatum,F,w,1,0,0,0,1
T9,FFMM,3,212,Epilobium ciliatum,F,w,4,0,0,0,4
T9,FFMM,5,500,Epilobium ciliatum,F,w,4,0,0,0,4
T9,FFMM,5,212,Epilobium ciliatum,F,w,4,0,0,0,4
T9,FFMM,10,212,Epilobium ciliatum,F,w,3,0,0,0,3
T9,FFMM,10,500,Epilobium ciliatum,F,w,19,0,0,2,21
T9,FFMM,10,500,Epilobium ciliatum,F,w,2,0,0,0,2
T9,FFMM,15,500,Epilobium ciliatum,F,w,2,0,0,0,2
T9,FFMM,15,212,Epilobium ciliatum,F,w,3,0,0,0,3
T16,FFMM,3,500,Epilobium ciliatum,F,w,4,0,0,0,4
T16,FFMM,3,212,Epilobium ciliatum,F,w,2,0,0,0,2
T16,FFMM,5,500,Epilobium ciliatum,F,w,2,0,0,0,2
T16,FFMM,5,212,Epilobium ciliatum,F,w,2,0,0,0,2
T16,FFMM,10,500,Epilobium ciliatum,F,w,3,0,0,0,3
T16,FFMM,10,212,Epilobium ciliatum,F,w,2,0,0,0,2
T25,FFMM,0,500,Epilobium ciliatum,F,w,10,0,0,0,10
T25,FFMM,0,212,Epilobium ciliatum,F,w,7,0,0,0,7
T25,FFMM,3,500,Epilobium ciliatum,F,w,5,0,0,0,5
T25,FFMM,3,212,Epilobium ciliatum,F,w,4,0,0,0,4
T25,FFMM,5,500,Epilobium ciliatum,F,w,9,0,0,0,9
T25,FFMM,5,212,Epilobium ciliatum,F,w,3,0,0,0,3
T25,FFMM,10,212,Epilobium ciliatum,F,w,4,0,0,1,5
T25,FFMM,15,500,Epilobium ciliatum,F,w,10,0,0,0,10
T25,FFMM,15,212,Epilobium ciliatum,F,w,5,0,0,1,6
T25,FFMM,20,500,Epilobium ciliatum,F,w,9,0,0,0,9
T25,FFMM,20,212,Epilobium ciliatum,F,w,25,0,0,0,25
T26 at C,FFMM,0,500,Epilobium ciliatum,F,w,385,0,0,0,385
T26 at D,FFMM,0,500,Epilobium ciliatum,F,w,14,0,0,0,14
T26,FFMM,0,212,Epilobium ciliatum,F,w,104,0,0,0,104
T26,FFMM,0,212,Epilobium ciliatum,F,w,13,0,0,0,13
T26 at D,FFMM,0,212,Epilobium ciliatum,F,w,45,3,0,0,48
T26,FFMM,3,500,Epilobium ciliatum,F,w,32,0,0,0,32
T26,FFMM,3,500,Epilobium ciliatum,F,w,47,0,0,0,47
T26,FFMM,3,212,Epilobium ciliatum,F,w,3,0,0,1,4
T26,FFMM,5,500,Epilobium ciliatum,F,w,49,0,0,0,49
T26,FFMM,5,212,Epilobium ciliatum,F,w,17,0,0,4,21
T26/28?,FFMM,10,500,Epilobium ciliatum,F,w,29,0,0,0,29
T26 at D,FFMM,10,500,Epilobium ciliatum,F,w,4,0,0,0,4
T26/28?,FFMM,10,212,Epilobium ciliatum,F,w,13,0,0,0,13
T26 at D,FFMM,10,212,Epilobium ciliatum,F,w,82,6,0,0,88
T26 at D,FFMM,15,500,Epilobium ciliatum,F,w,200,0,0,1,201
T26 at D,FFMM,15,212,Epilobium ciliatum,F,w,30,0,0,0,30
T26,FFMM,20,500,Epilobium ciliatum,F,w,23,0,0,0,23
T26,FFMM,20,212,Epilobium ciliatum,F,w,14,0,0,0,14
T27,FFMM,0,350,Epilobium ciliatum,F,w,121,0,2,0,123
T27,FFMM,0,212,Epilobium ciliatum,F,w,9,0,0,0,9
T27,FFMM,3,500,Epilobium ciliatum,F,w,7,0,0,0,7
T27,FFMM,3,212,Epilobium ciliatum,F,w,20,0,0,0,20
T27,FFMM,5,500,Epilobium ciliatum,F,w,19,0,0,0,19
T27,FFMM,5,212,Epilobium ciliatum,F,w,9,0,0,0,9
T27,FFMM,10,500,Epilobium ciliatum,F,w,23,0,0,0,23
T27,FFMM,10,212,Epilobium ciliatum,F,w,10,0,0,0,10
T27,FFMM,15,500,Epilobium ciliatum,F,w,9,0,0,0,9
T27,FFMM,15,212,Epilobium ciliatum,F,w,20,0,0,0,20
T27,FFMM,20,500,Epilobium ciliatum,F,w,1,0,0,1,2
T28,FFMM,5,500,Epilobium ciliatum,F,w,9,0,0,0,9
T28,FFMM,5,212,Epilobium ciliatum,F,w,56,0,0,0,56
T28,FFMM,15,500,Epilobium ciliatum,F,w,45,0,0,0,45
T28,FFMM,15,212,Epilobium ciliatum,F,w,21,0,0,0,21
T28,FFMM,20,500,Epilobium ciliatum,F,w,8,0,0,0,8
T28,FFMM,20,212,Epilobium ciliatum,F,w,4,0,0,0,4
T29,FFMM,0,212,Epilobium ciliatum,F,w,1,0,0,0,1
T29,FFMM,3,500,Epilobium ciliatum,F,w,0,0,0,1,1
T29,FFMM,3,212,Epilobium ciliatum,F,w,1,0,0,1,2
T29,FFMM,5,500,Epilobium ciliatum,F,w,1,0,0,1,2
T29,FFMM,5,212,Epilobium ciliatum,F,w,3,0,0,0,3
T29,FFMM,10,212,Epilobium ciliatum,F,w,1,0,0,0,1
T29,FFMM,15,500,Epilobium ciliatum,F,w,1,0,0,0,1
T29,FFMM,15,212,Epilobium ciliatum,F,w,2,0,0,0,2
T29,FFMM,20,500,Epilobium ciliatum,F,w,0,0,0,0,0
T29,FFMM,20,212,Epilobium ciliatum,F,w,4,0,0,0,4
T16,FFMM,10,500,Epilobium other,F,w,1,0,0,0,1
T26,FFMM,3,500,Epilobium palustre (hair),F,w,2,0,0,1,3
T26 at D,FFMM,0,212,Epilobium palustre?,F,w,1,0,0,0,1
T26 at D,FFMM,10,212,Epilobium palustre?,F,w,1,0,0,0,1
T27,FFMM,3,500,Epilobium palustre?,F,w,1,0,0,1,2
T5,FFMM,3,500,Erigeron canadensis,F,w,57,0,0,0,57
T5,FFMM,3,212,Erigeron canadensis,F,w,5,0,0,0,5
T5,FFMM,5,500,Erigeron canadensis,F,w,312,8,0,2,322
T5,FFMM,5,212,Erigeron canadensis,F,w,43,0,0,2,45
T5,FFMM,10,500,Erigeron canadensis,F,w,257,0,0,0,257
T5,FFMM,10,212,Erigeron canadensis,F,w,19,0,0,0,19
T9,FFMM,10,500,Erigeron canadensis,F,w,1,0,0,0,1
T25,FFMM,15,500,Erigeron canadensis,F,w,1,0,0,0,1
T25,FFMM,20,500,Erigeron canadensis,F,w,2,0,0,0,2
T25,FFMM,20,212,Erigeron canadensis,F,w,1,0,0,0,1
T26,FFMM,3,500,Erigeron canadensis,F,w,7,0,0,0,7
T26,FFMM,5,500,Erigeron canadensis,F,w,4,0,0,0,4
